Sentence;Expected Annotations;Predicted Annotations;Precision;Recall;F1 Score
Olybriusresting_on on serpent staff.;[('Olybrius', 'PERSON', 'resting_on', 'serpent staff', 'OBJECT')];[];0.0;0.0;0.0
Rhoemetalces I wearing ribbon.;[('Rhoemetalces I', 'PERSON', 'wearing', 'ribbon', 'OBJECT')];[('Rhoemetalces I', 'PERSON', 'wearing', 'ribbon', 'OBJECT')];1.0;1.0;1.0
Artemis advancing right, head left, wearing short chiton and boot, holding bow in left hand, drawing arrow with right hand from quiver at shoulder. Ground line.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];1.0;1.0;1.0
Veil Demeter standing facing, head left, wearing corn wreath and long garment, holding two corn in right hand, leftresting_on on scepter. Short ground line. Border of dots.;[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
"Nemesis Aequitas standing facing, head left, holding scales in right hand and cubit role in left arm; at her foot, wheel. Border of dots.";[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cubit role', 'OBJECT')];[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cubit role', 'OBJECT')];1.0;1.0;1.0
"Athena standing facing, head with helmet to the left, holding patera in outstretched right hand and lance in left hand; at her foot, shield; in front of her, olive tree, entwined by serpent; monogram E in left field.";[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'lance', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'lance', 'OBJECT')];1.0;1.0;1.0
"Cybele throne left, wearing kalathos and long garment, holding patera in outstretched right hand, left armresting_on on tympanon, holding scepter; at her foot, two lion seated_on, left. Ground line. Border of dots.";[('Cybele', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Cybele', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Cybele', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Cybele', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
Wreath bust of Caracalla, left, wearing cuirass and paludamentum, holding spear pointed forwards and shield.;[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Togate emperor Nerva standing left, holding a branch in outstretched right hand and scepter in left arm. Ground line. Border of dots.;[('Nerva', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Nerva', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Nerva', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Nerva', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
Emperor Severus Alexander in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, brandishing transverse spear in raised right hand towards lion advancing right, head left.;[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
"Heracles seated_on left on rock, holding club in right hand, leftresting_on on rock; in front, stag.";[('Heracles', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];1.0;0.6666666666666666;0.8
"Tower Cybele throne left seat with lion foot, holding patera in outstretched right hand, left armresting_on on tympanon; beside throne, lion lying to left.";[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];1.0;1.0;1.0
"Wreath bust of Septimius Severus, right, seen from front, wearing cuirass; on breastplate gorgoneion. Border of dots.";[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];1.0;1.0;1.0
"Artemis standing facing, head left, wearing long garment, holding arrow in outstretched right hand and long lighted torch in left arm; at her foot, stag standing left.";[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Aequitas wearing ribbon.;[('Aequitas', 'PERSON', 'wearing', 'ribbon', 'OBJECT')];[('Aequitas', 'PERSON', 'wearing', 'ribbon', 'OBJECT')];1.0;1.0;1.0
Amphora with ribbed surface and crooked handleholding two corn and poppy.;[('amphora', 'OBJECT', 'holding', 'poppy', 'PLANT'), ('amphora', 'OBJECT', 'holding', 'corn', 'PLANT')];[];0.0;0.0;0.0
Emperor Lucius Verus in military attire advancing right, wearing cuirass, fluttering paludamentum and boot, holding transverse spear in right hand, carrying trophy over left shoulder. Border of dots.;[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'trophy', 'OBJECT')];[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'trophy', 'OBJECT')];1.0;1.0;1.0
Apollo seated_on on dolphin.;[('Apollo', 'PERSON', 'seated_on', 'dolphin', 'ANIMAL')];[('Apollo', 'PERSON', 'seated_on', 'dolphin', 'ANIMAL')];1.0;1.0;1.0
Bare-headed bust of Geta, right, wearing cuirass and paludamentum. Border of dots.;[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Nude Hermes seated_on on a ram advancing left, holding purse in right hand and upright caduceus in left Hand.;[('Hermes', 'PERSON', 'seated_on', 'ram', 'ANIMAL'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')];[('Hermes', 'PERSON', 'seated_on', 'ram', 'ANIMAL'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')];1.0;1.0;1.0
"Bearded river-god Strymon seated_on left on rock, head right, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, kneeling with hand gold from the water. Border of dots.";[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')];[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')];1.0;1.0;1.0
Tyche standing facing, head left, wearing kalathos, holding rudder in right hand and cornucopia in left arm. Border of dots.;[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
Veil Demeter standing facing, head left, wearing corn wreath and long garment, holding two corn in right hand, leftresting_on on scepter. Short ground line. Border of dots.;[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
Zeusresting_on on rock.;[('Zeus', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[];0.0;0.0;0.0
"Nude Heraclesseated_on left on rock, his right hand outstretched, leftresting_on on rock; at left, half-naked nymph standing facing, head right, holding a bow in both hand.";[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];[];0.0;0.0;0.0
Radiate bust of Septimius Severus, right, seen from front, wearing cuirass and paludamentum.;[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
"Nude Apollo standing left, holding patera in right hand and bow and arrow; at his foot, left, altar.";[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'arrow', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'arrow', 'OBJECT')];1.0;1.0;1.0
Emperor Caracalla in military attire standing facing, head left, wearing cuirass, fluttering paludamentum and boot, holding Nike with laurel wreath in outstretched right hand and eagle-scepter in left hand. Ground line. Border of dots.;[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'Nike', 'PERSON')];[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'Nike', 'PERSON')];1.0;1.0;1.0
Emperor Severus Alexander in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, brandishing transverse spear in raised right hand towards lion advancing right, head left.;[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
"Serapis, Zeus and Hera; in the middle, Serapis standing facing, head left, wearing kalathos and garment around waist, holding patera in outstretched right hand and cornucopia in left arm; to left, nude Zeus standing facing, head left, holding patera in outstretched right hand and scepter in left hand; to right, draped and veil Hera standing facing, head left.";[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'scepter', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'scepter', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'scepter', 'OBJECT')];0.75;1.0;0.8571428571428571
Wreath bust of Caracalla, right, wearing cuirass with aegis on breastplate, holding spear over shoulder with left hand.;[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
Eirene standing facing, head right, holding a long scepter in right hand and a cornucopia and the infant Plutos in left arm. Ground line. Border of dots.;[('Eirene', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Eirene', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
"Emperor Septimius Severus in military attire standing facing, head left, wearing cuirass, fluttering paludamentum and boot, holding Nike on globe with laurel wreath in right hand and inverted spear in left arm; in front, captive, seated_on left, with Phrygian cap and arm raised to his head. Ground line. Border of dots.";[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'Nike', 'PERSON')];[];0.0;0.0;0.0
City goddess with a mural crown to the left with scepter and bowl at an altarto her left, to her right Nike, who wreath her, holding a branch in her left hand.;[('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[];0.0;0.0;0.0
Aequitasresting_on on shield.;[('Aequitas', 'PERSON', 'resting_on', 'shield', 'OBJECT')];[];0.0;0.0;0.0
Nude Heracles advancing right, Hydra coiling around his left leg, grasping Hydra with left hand, about to strike with club in right hand over it's head.;[('Heracles', 'PERSON', 'grasping', 'hydra', 'ANIMAL'), ('hydra', 'ANIMAL', 'coiling', 'Heracles', 'PERSON')];[];0.0;0.0;0.0
"Athena standing facing, head right, wearing long garment, cloak and helmet, holding long scepter in right arm and patera in outstretched left hand; at her foot, shield placed on ground.";[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'scepter', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'scepter', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;1.0;1.0
Nude athlete standing facing, head right, crowning himself, holding branch in left arm.;[('athlete', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[];0.0;0.0;0.0
Nude Heracles standing right, resting right hand on club, holding lion skin in left arm.;[('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT')];1.0;1.0;1.0
Nude Hermes seated_on left on rock, wearing petasus, holding caduceus in right handresting_on on his right raised knee, and purse in leftresting_on on the rock behind him. Ground line.;[('Hermes', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Hermes', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'resting_on', 'knee', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT'), ('Hermes', 'PERSON', 'resting_on', 'rock', 'OBJECT')];0.6;1.0;0.7499999999999999
Artemis standing facing, wearing long chiton, holding long torch in each hand.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
"Tower Tyche seated_on left on rock, head right, holding corn in right hand, leftresting_on on rock; to right, behind her, cornucopia; to left, at foot, river-god swimming left. Border of dots.";[('Tyche', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')];1.0;0.6666666666666666;0.8
"Apollo standing left, holding patera and lyre set on palm; at his foot, left, eagle.";[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];1.0;1.0;1.0
Nude Ares standing facing, head right, wearing crested helmet, holding inverted spear in right hand and shield in left arm. Ground line. Border of dots.;[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Radiate bust of Maximinus Thrax, right, wearing cuirass and paludamentum.;[('Maximinus Thrax', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Maximinus Thrax', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Dionysus standing facing, wearing short chiton and boot, holding cantharus in right hand over panther seated_on left and long filleted thyrsus in left arm.;[('Dionysus', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];1.0;1.0;1.0
"Nude Dionysus standing facing, head left, wearing boot, holding cantharus in right hand over altar; pelleted and filleted thyrsus in left arm; at left, star with six ray.";[('Dionysus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];1.0;1.0;1.0
Head of Hermes facing, slightly left, wearing petasus.;[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];1.0;1.0;1.0
"Emperor Septimius Severus in military attire standing facing, head left, wearing cuirass and boot, holding patera in outstretched right hand, leftresting_on on inverted spear; behind him Nike standing facing, head left, wearing long garment, crowning emperor with laurel wreath in right hand, holding branch in left arm. Ground line. Border of dots.";[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Septimius Severus', 'PERSON', 'resting_on', 'spear', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON')];1.0;0.7142857142857143;0.8333333333333333
Emperor Caracalla seated_on right on horse, wearing cuirass, holding short scepter in right arm.;[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'scepter', 'OBJECT')];[];0.0;0.0;0.0
Veil Demeter standing facing, head left, wearing corn wreath and long garment, holding two corn in lowered right hand and scepter entwined by serpent in left arm.;[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'scepter', 'OBJECT')];0.75;1.0;0.8571428571428571
Veil Hera standing facing, head left, wearing kalathos and long garment, holding patera in outstretched right hand, leftresting_on on long scepter. Ground line. Border of dots.;[('Hera', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hera', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Hera', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hera', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
"Bearded river-god Strymon seated_on on rock left, head left, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, kneeling with hand gold from the water. Border of dots.";[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')];[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT')];1.0;0.3333333333333333;0.5
Ares receiving agonistic crown.;[('Ares', 'PERSON', 'receiving', 'agonistic crown', 'OBJECT')];[('Ares', 'PERSON', 'receiving', 'agonistic crown', 'OBJECT')];1.0;1.0;1.0
Apollo seated_on left on rock, holding branch andresting_on on tripod on which stands amphora.;[('Apollo', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Apollo', 'PERSON', 'resting_on', 'tripod', 'OBJECT')];[('Apollo', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'branch', 'OBJECT'), ('Apollo', 'PERSON', 'resting_on', 'tripod', 'OBJECT')];1.0;1.0;1.0
"Wreath bust of Apollo, left, wearing chlamys; in front, laurel branch. Border of dots.";[('Apollo', 'PERSON', 'wearing', 'chlamys', 'OBJECT')];[('Apollo', 'PERSON', 'wearing', 'chlamys', 'OBJECT'), ('Apollo', 'PERSON', 'wearing', 'laurel branch', 'OBJECT')];0.5;1.0;0.6666666666666666
